1	Cos
2	SuFu
3	Ptc
4	Fu
5	Targets
6	Smo
7	Dally
8	Hh
9	Ci_rep
10	Dlp
11	Ci_act
1000001	Rasp
1000002	Shf
1000003	Tow
1000004	Gprk2
1000005	Boi
1000006	Pka
1000007	CK1a
1000008	Disp
1000009	Sgg
1000010	Slmb
1000011	Ttv
1000012	iHog
1000013	Lipophorin
