1	ATM
2	Ras
3	PI3K
4	PIP3
5	Mdm2
6	Bcl2
7	p53
8	Bad
9	GSK3b
10	ROS
11	PTEN
12	ARE
13	Keap1
14	PIP2
15	Nrf2
16	Akt
17	PKC
18	Bach1
1000001	Stress
