1	EGFR_Free
2	Cas
3	WASP
4	Cbl_ErbB2
5	Dynamin
6	EEA1
7	Cbl_FA
8	Raf_DeP
9	PI5K
10	Raf_Rest
11	EGFR_Ub
12	PLA2
13	CaMKK
14	Rabaptin_5
15	alpha_catenin
16	EGFR_EGFR_EGF_CCP
17	Csk
18	Tab_12
19	EGFR_EGFR_TGFa_CCP
20	ErbB2_Y1196
21	Rho
22	MKK7
23	DOCK180
24	RhoK
25	alpha_qR
26	PTPa
27	ErbB2_Y1139
28	ErbB2_Y1221_22
29	alpha_iR
30	PIP2_34
31	p90RSK
32	EGFR_ErbB3
33	PLC_B
34	DAG
35	Cbl_RTK
36	Crk
37	Cdc42
38	Nck
39	Raf
40	Integrins
41	ErbB3_ErbB4
42	ErbB4_Free
43	Erk
44	PKC_primed
45	cAMP
46	Tiam
47	PIP2_45
48	PI4K
49	Raf_Loc
50	Trx
51	EGFR_ErbB2
52	GCK
53	PTEN
54	Gab1
55	p38
56	PIP_4
57	Myosin
58	Mekk2
59	MLCP
60	PLD
61	Hakai
62	Alix
63	ErbB3_Y1180
64	Gas
65	EGFR_T654
66	EGFR_Y992
67	AMSH
68	GAK
69	ErbB2_ErbB4
70	VPS4
71	ErbB3_Y1178
72	Hip1R
73	Sek1
74	MKK6
75	Mekk1
76	Gai
77	EGFR_EGFR
78	ARF
79	TAK1
80	Rab7
81	ErbB2_ErbB3
82	MLK3
83	B_catenin
84	ARNO
85	Gbg_s
86	PKC
87	EGFR_Y1045
88	ErbB2_Y1248
89	Graf
90	MLK2
91	PTPPEST
92	EGFR_Y1148
93	PDE4
94	Palpha_iR
95	Tpl2
96	CIN85
97	PKA
98	IQGAP1
99	AC
100	EGFR_EGFR_EGF_Lysosome
101	p115RhoGEF
102	p120_catenin
103	CHIP
104	ASK1
105	EGFR_Y920
106	Cortactin
107	RIN
108	RalGDS
109	Ral
110	B_Arrestin
111	Src
112	Mekk4
113	Mekk3
114	AP2
115	Ga_1213
116	Cbp
117	Fer
118	EGFR_ErbB4
119	PAK
120	ErbB3_Y1241
121	MKPs
122	RasGRF_GRP
123	RGS
124	EGFR_Y891
125	Palpha_qR
126	Rab5
127	Gbg_1213
128	Arp_23
129	ErbB3_Y1035
130	EGFR_EGFR_TGFa_CCV
131	ErbB4_Y1242
132	Spry2
133	PI3K
134	PLC_g
135	EGFR_EGFR_EGF_End
136	Grb2
137	Trafs
138	PDK1
139	Ca
140	EGFR_EGFR_EGF_SR
141	AND_34
142	Ras
143	Epsin
144	NIK
145	Palpha_1213R
146	EGFR_EGFR_TGFa_PM
147	MLK1
148	Hsc70
149	Gbg_i
150	Eps15
151	IP3R1
152	Rac
153	EGFR_EGFR_TGFa_End
154	Pix_Cool
155	ErbB2_Free
156	Actin
157	Fak
158	ErbB3_Y1309
159	PTP1b
160	EGFR_Y1086
161	EGFR_Y1173
162	ErbB3_Y1257
163	p190RhoGAP
164	RKIP
165	RhoGDI
166	Rabex_5
167	p120RasGAP
168	RalBP1
169	ErbB3_Y1203_05
170	EGFR_Y845
171	EGFR_Y1068
172	CALM
173	CaM
174	Rabenosyn_5
175	IL1_TNFR
176	ESCRT_III
177	GRK
178	ErbB2_Ub
179	Endophilin
180	EGFR_EGFR_EGF_PM
181	ErbB3_Free
182	Hsp90
183	Clathrin
184	Palpha_sR
185	PA
186	Gbg_q
187	ErbB2_Y1023
188	EGFR_EGFR_EGF_MVB
189	Mek
190	ErbB4_ErbB4
191	EGFR_Y1101
192	ErbB3_Y1270
193	ErbB4_Y1056
194	B_Parvin
195	PIP3_345
196	ErbB3_Y1243
197	EGFR_T669
198	AA
199	Akt
200	Vinc
201	alpha_sR
202	ILK
203	DGK
204	EGFR_EGFR_EGF_CCV
205	MKK3
206	ESCRT_I
207	CaMK
208	ESCRT_II
209	Talin
210	Gaq
211	Shc
212	alpha_1213R
213	UBPY
214	Rap1
215	SAPK
216	PP2A
217	IP3
218	MLCK
219	ESCRT_0
220	SHP2
221	ErbB4_Y1188
222	E_cadherin
223	ErbB2_Lysosome
224	TAO_12
225	Sos
1000001	TGFa
1000002	ErbB3_Contr
1000003	EGFR_Contr
1000004	PI3K_I
1000005	ExtE_cadherin
1000006	alpha_sL
1000007	IL1_TNF
1000008	alpha_1213L
1000009	alpha_iL
1000010	ErbB4_Contr
1000011	Stress
1000012	ErbB2_Contr
1000013	AG
1000014	alpha_qL
1000015	ECM
1000016	Trastuzumab
1000017	PTEN_I
1000018	Pertuzumab
1000019	EGF
1000020	NRG
1000021	ExtPump
1000022	ErbB2Deg_Contr
