1	pro_hgf
2	il1b
3	erk12
4	cebpd
5	jnk
6	ap1
7	dum_tak1_tab_or_mekk3_ikkb_a
8	irak1c
9	nfkb
10	cjun
11	irak1_ub
12	traf6
13	ikba
14	dum_mek3_or_4_or_6_nuc_p38
15	nemo
16	mek7
17	ikkab_nemo
18	irak4
19	mek1
20	tdum_il1r2_il1rc
21	il1ra
22	ikba_degr
23	saa
24	il1r1
25	ikkbb_nemo
26	cox2
27	tdum_tpl2_degr_tp2
28	akt
29	tdum_irak1c_irak12
30	mek3
31	nalp_infl
32	tak1_tab
33	myd88
34	pi3k
35	pellino
36	nik
37	ikkb_a
38	dum_ikkab_nemo_akt_or_ck2_p65
39	cfos
40	tollip
41	pip3
42	hsp27_ps
43	p65
44	dum_mek4_or_7_jnk
45	ccl2
46	irak2
47	tdum_cyt_p38_tak1_tab
48	ttp
49	nc_nfkb_pathway
50	il1rc
51	dum_cebp_cox2
52	dum_cebp_saa
53	mkp1
54	ikba_diss
55	tdum_hsp27_ps_traf6_ub
56	il8
57	irak1
58	hnf4a
59	p50
60	sil1r_ap
61	il1a
62	il1b_new
63	dum_il1_r2
64	ksrp
65	mk2
66	ikkaa_nemo
67	dum_sap1_or_elk_cfos
68	traf6_ub
69	inos
70	tdum_mkp1_p38_jnk_erk12
71	mekk3
72	p105_degr
73	sap1
74	pro_il1b
75	ikka_a
76	il1r2
77	dum_ikkab_or_ikkbb_nemo_ikkb_a
78	il6
79	cebpb
80	tdum_a20_traf6_ub
81	cjun_gene
82	atf2
83	dum_cebp_il1ra
84	dum_irak1_or_2_traf6_ub
85	msk1
86	a20
87	tdum_il1ra_ilr12
88	upa
89	ros
90	mek6
91	lbp
92	gsk3
93	p105
94	dum_cebp_pro_il1b
95	tpl2_degr
96	elk1
97	hgf
98	irs1_ps
99	mek4
100	ikkaa
101	dum_il1_r1
102	tpl2
103	nuc_p38
104	cyt_p38
1000001	pdk1
1000002	ck2
1000003	socs1
1000004	ikka
1000005	mtorc2
1000006	irakm
1000007	pten
1000008	sil1r12
1000009	trika1
1000010	abin2
1000011	ikkb
1000012	socs3
1000013	smyd88
1000014	src
