1	MPT
2	Cyt_c
3	MOMP
4	ATP
5	RIP1k
6	CASP3
7	BAX
8	apoptosis
9	RIP1ub
10	IKK
11	ROS
12	XIAP
13	CASP8
14	cFLIP
15	DISC-TNF
16	cIAP
17	DISC-FAS
18	TNFR
19	BCL2
20	apoptosome
21	NonACD
22	survival
23	NFkB
24	SMAC
25	RIP1
1000001	FASL
1000002	FADD
1000003	TNF
