1	p120RasGAP
2	DOCK180
3	MKK7
4	RKIP
5	Raf
6	Talin
7	Mekk1
8	B_Parvin
9	Cbp
10	p190RhoGAP
11	Rac
12	Raf_Rest
13	PTPa
14	PI5K
15	Palpha_qR
16	RalGDS
17	Mekk4
18	p38
19	Tab_12
20	Pix_Cool
21	Sek1
22	Csk
23	Nck
24	Arp_23
25	Gas
26	MKK6
27	MLK2
28	p115RhoGEF
29	SHP2
30	EGFR
31	IP3R1
32	AC
33	Actin
34	PIP2_34
35	PIP2_45
36	NIK
37	Rap1
38	IL1_TNFR
39	GRK
40	PA
41	RhoK
42	SAPK
43	Crk
44	Fak
45	WASP
46	cAMP
47	DGK
48	PAK
49	AND_34
50	MLCP
51	Palpha_sR
52	Tiam
53	ARF
54	Shc
55	DAG
56	Sos
57	Integrins
58	Mekk2
59	PTEN
60	PKC
61	Trafs
62	CaMK
63	PTPPEST
64	Grb2
65	Trx
66	Rho
67	RhoGDI
68	IP3
69	PKC_primed
70	RalBP1
71	Graf
72	MLK3
73	Ga_1213
74	ILK
75	Palpha_iR
76	Ral
77	alpha_iR
78	Mek
79	PDE4
80	Tpl2
81	PLC_B
82	Raf_DeP
83	Gaq
84	MKK3
85	PLA2
86	PDK1
87	Mekk3
88	Akt
89	MKPs
90	MLK1
91	PLD
92	TAO_12
93	Gbg_i
94	Gbg_1213
95	PIP3_345
96	Palpha_1213R
97	Gai
98	alpha_qR
99	PLC_g
100	PI4K
101	p90RSK
102	Gbg_q
103	GCK
104	AA
105	PIP_4
106	PTP1b
107	alpha_sR
108	RasGRF_GRP
109	Gbg_s
110	CaM
111	ASK1
112	Ras
113	alpha_1213R
114	CaMKK
115	MLCK
116	Src
117	Myosin
118	Gab1
119	B_Arrestin
120	Erk
121	PKA
122	Vinc
123	Raf_Loc
124	TAK1
125	RGS
126	Ca
127	Cas
128	PP2A
129	Cdc42
130	PI3K
1000001	alpha_iL
1000002	alpha_sL
1000003	alpha_qL
1000004	IL1_TNF
1000005	alpha_1213L
1000006	Stress
1000007	ECM
1000008	EGF
1000009	ExtPump
