1	Rga4
2	orb6
3	pmo25
4	nak1
5	plo1
6	dma1
7	scd1
8	pak1
9	spg1
10	SIP
11	pom1
12	cdc42
13	cdc14-sid1
14	byr4
15	gef1
16	byr4-cdc16
17	cdc7
18	cdc16
19	sid4
20	cdc11
21	fin1
22	flp1
23	sid2
1000001	etd1
1000002	cdk-L
1000003	cdk-H
1000004	CK1
1000005	ppc89
1000006	sid2-mob1
1000007	cdk-0
1000008	ras1
