1	E2Fe
2	E2Fb
3	SCF
4	CYCA2;3
5	E2Fa
6	CYCB1;1
7	E2Fc
8	CYCD3;1
9	MYB77
10	APC/C
11	MYB3R1/4
12	CDKB1;1
13	KRP1
14	RBR
