1	FOS
2	GP130
3	SMAD7
4	S1P
5	IL10
6	PTEN
7	RAF
8	IKK
9	STAT3
10	IL12
11	TNFA
12	RAS
13	TH2
14	COX2
15	AKT
16	CASP9
17	MEK
18	JUN
19	PI3K
20	IKB
21	IL4
22	TH1
23	IFNG
24	BAX
25	GSK3B
26	CYCLIND1
27	TNFR
28	BCATENIN
29	PP2A
30	SMAD
31	PGE2
32	SMASE
33	TBID
34	CCL2
35	TREG
36	IAP
37	ATM
38	NFKB
39	SOCS
40	TGFB
41	JAK
42	ERK
43	P21
44	CERAMIDE
45	EP2
46	SOD
47	TGFR
48	MOMP
49	SPHK1
50	CASP8
51	ROS
52	MEKK1
53	Apoptosis
54	DC
55	FAS
56	CFLIP
57	MAC
58	MDM2
59	Proliferation
60	IL6
61	CTL
62	FADD 
63	BCL2
64	P53
65	ASK1
66	JNK
67	CYTC
68	CASP3
69	SMAC
1000001	APC
