28	81	83	86	91	93	94	98	101	102	103	104	54
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	1	0	1	0
0	0	0	0	0	0	0	0	0	1	1	0	0
0	0	0	0	0	0	0	0	0	1	1	1	0
0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	1	0
0	0	0	0	0	0	0	0	1	0	1	0	0
0	0	0	0	0	0	0	0	1	0	1	1	0
0	0	0	0	0	0	0	0	1	1	0	0	0
0	0	0	0	0	0	0	0	1	1	0	1	0
0	0	0	0	0	0	0	0	1	1	1	0	0
0	0	0	0	0	0	0	0	1	1	1	1	0
0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	1	0
0	0	0	0	0	0	0	1	0	0	1	0	0
0	0	0	0	0	0	0	1	0	0	1	1	0
0	0	0	0	0	0	0	1	0	1	0	0	0
0	0	0	0	0	0	0	1	0	1	0	1	0
0	0	0	0	0	0	0	1	0	1	1	0	0
0	0	0	0	0	0	0	1	0	1	1	1	0
0	0	0	0	0	0	0	1	1	0	0	0	0
0	0	0	0	0	0	0	1	1	0	0	1	0
0	0	0	0	0	0	0	1	1	0	1	0	0
0	0	0	0	0	0	0	1	1	0	1	1	0
0	0	0	0	0	0	0	1	1	1	0	0	0
0	0	0	0	0	0	0	1	1	1	0	1	0
0	0	0	0	0	0	0	1	1	1	1	0	0
0	0	0	0	0	0	0	1	1	1	1	1	0
0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	1	0
0	0	0	0	0	0	1	0	0	0	1	0	0
0	0	0	0	0	0	1	0	0	0	1	1	0
0	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	1	0	0	1	0	1	0
0	0	0	0	0	0	1	0	0	1	1	0	0
0	0	0	0	0	0	1	0	0	1	1	1	0
0	0	0	0	0	0	1	0	1	0	0	0	0
0	0	0	0	0	0	1	0	1	0	0	1	0
0	0	0	0	0	0	1	0	1	0	1	0	0
0	0	0	0	0	0	1	0	1	0	1	1	0
0	0	0	0	0	0	1	0	1	1	0	0	0
0	0	0	0	0	0	1	0	1	1	0	1	0
0	0	0	0	0	0	1	0	1	1	1	0	0
0	0	0	0	0	0	1	0	1	1	1	1	0
0	0	0	0	0	0	1	1	0	0	0	0	0
0	0	0	0	0	0	1	1	0	0	0	1	0
0	0	0	0	0	0	1	1	0	0	1	0	0
0	0	0	0	0	0	1	1	0	0	1	1	0
0	0	0	0	0	0	1	1	0	1	0	0	0
0	0	0	0	0	0	1	1	0	1	0	1	0
0	0	0	0	0	0	1	1	0	1	1	0	0
0	0	0	0	0	0	1	1	0	1	1	1	0
0	0	0	0	0	0	1	1	1	0	0	0	0
0	0	0	0	0	0	1	1	1	0	0	1	0
0	0	0	0	0	0	1	1	1	0	1	0	0
0	0	0	0	0	0	1	1	1	0	1	1	0
0	0	0	0	0	0	1	1	1	1	0	0	0
0	0	0	0	0	0	1	1	1	1	0	1	0
0	0	0	0	0	0	1	1	1	1	1	0	0
0	0	0	0	0	0	1	1	1	1	1	1	0
0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	1	0	0	0	0	1	0	0
0	0	0	0	0	1	0	0	0	0	1	1	0
0	0	0	0	0	1	0	0	0	1	0	0	0
0	0	0	0	0	1	0	0	0	1	0	1	0
0	0	0	0	0	1	0	0	0	1	1	0	0
0	0	0	0	0	1	0	0	0	1	1	1	0
0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	1	0	0	1	0	0	1	0
0	0	0	0	0	1	0	0	1	0	1	0	0
0	0	0	0	0	1	0	0	1	0	1	1	0
0	0	0	0	0	1	0	0	1	1	0	0	0
0	0	0	0	0	1	0	0	1	1	0	1	0
0	0	0	0	0	1	0	0	1	1	1	0	0
0	0	0	0	0	1	0	0	1	1	1	1	0
0	0	0	0	0	1	0	1	0	0	0	0	0
0	0	0	0	0	1	0	1	0	0	0	1	0
0	0	0	0	0	1	0	1	0	0	1	0	0
0	0	0	0	0	1	0	1	0	0	1	1	0
0	0	0	0	0	1	0	1	0	1	0	0	0
0	0	0	0	0	1	0	1	0	1	0	1	0
0	0	0	0	0	1	0	1	0	1	1	0	0
0	0	0	0	0	1	0	1	0	1	1	1	0
0	0	0	0	0	1	0	1	1	0	0	0	0
0	0	0	0	0	1	0	1	1	0	0	1	0
0	0	0	0	0	1	0	1	1	0	1	0	0
0	0	0	0	0	1	0	1	1	0	1	1	0
0	0	0	0	0	1	0	1	1	1	0	0	0
0	0	0	0	0	1	0	1	1	1	0	1	0
0	0	0	0	0	1	0	1	1	1	1	0	0
0	0	0	0	0	1	0	1	1	1	1	1	0
0	0	0	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	1	1	0	0	0	0	1	0
0	0	0	0	0	1	1	0	0	0	1	0	0
0	0	0	0	0	1	1	0	0	0	1	1	0
0	0	0	0	0	1	1	0	0	1	0	0	0
0	0	0	0	0	1	1	0	0	1	0	1	0
0	0	0	0	0	1	1	0	0	1	1	0	0
0	0	0	0	0	1	1	0	0	1	1	1	0
0	0	0	0	0	1	1	0	1	0	0	0	0
0	0	0	0	0	1	1	0	1	0	0	1	0
0	0	0	0	0	1	1	0	1	0	1	0	0
