1	CHKREC
2	FAHRR
3	TLS
4	p53
5	HRR2
6	ATM
7	NUC1
8	ATR
9	FANCD2I
10	ICL
11	FAcore
12	ADD
13	NHEJ
14	DSB	
15	NUC2
