1	STRESS
2	FasL
3	Fas
4	PI3K
5	RAS
6	CYCD
7	DNAPK
8	ERK
9	MAPK
10	RAF
11	MYC
12	TRAF3
13	FLIP
14	MDM
15	NIK
16	p27
17	Cas3
18	RAC
19	CDK6
20	gp130
21	AKT
22	MEK1
23	PTEN
24	RIP
25	JAK1
26	MITO
27	p53
28	XIAP
29	Cas8
30	MKK4
31	p21
32	pNFKB
33	JNK
34	Apo
35	BCL2
36	CDK2
37	CIAP
38	PIP3
39	CYCE
40	pSTAT3
41	JAK2
42	STAT3
43	cJun
44	Cl_PARP
45	DNAdam
46	Bclxl
47	MEKK2
48	BAD
49	GROWTH
50	BAX
51	ATM
52	Smac
53	pIKB
54	MEKK
55	Cas9
56	Cytc
57	BID
58	IKK
59	pRB
60	CDK4
61	Prot
62	IL6
1000001	Bort
1000002	TNFA
1000003	X
1000004	SHP1
1000005	TNFAR
