1	IL10I_Bacterium
2	BC_TRetortaeformis
3	Bb
4	NE_TRetortaeformis
5	AD
6	Th2II_Bacterium
7	AgAb_Bacterium
8	TrI_Bacterium
9	TNE
10	Th2I_TRetortaeformis
11	TEL
12	EC_TRetortaeformis
13	Th2I_Bacterium
14	Th1I_TRetortaeformis
15	IgG_Bacterium
16	TTSSI
17	IL4II
18	Cb
19	IFNg_Bacterium
20	DP
21	IL12II
22	Th1II_TRetortaeformis
23	IL10I
24	IL4I
25	EL
26	PIC
27	DCI_Bacterium
28	IL13
29	Th1II_Bacterium
30	PH
31	IgA_Bacterium
32	IFNgII
33	IgA_TRetortaeformis
34	Th2II_TRetortaeformis
35	DCI_TRetortaeformis
36	BC_Bacterium
37	TTSSII
38	DCII_TRetortaeformis
39	EC_Bacterium
40	IgG
41	T0
42	IFNgI
43	NE_Bacterium
44	MPI_Bacterium
45	DCII_Bacterium
46	IL5
47	IgE
48	Oag
49	TrII
50	AP
51	Th1I_Bacterium
52	EL2
1000001	IS
