1	BclxL
2	sFas
3	FasL
4	DISC
5	PLCG1
6	IL2RAT
7	GAP
8	PDGFR
9	Apoptosis
10	SMAD
11	Cytoskeleton_signaling
12	PI3K
13	IAP
14	IFNGT
15	NFAT
16	SPHK1
17	TCR
18	ZAP70
19	TRADD
20	FLIP
21	GZMB
22	Proliferation
23	CREB
24	BID
25	GRB2
26	MEK
27	MCL1
28	GPCR
29	IL2RA
30	RANTES
31	Caspase
32	TPL2
33	TBET
34	JAK
35	SOCS
36	P27
37	TNF
38	FYN
39	IL2RBT
40	NFKB
41	Ceramide
42	IFNG
43	RAS
44	Fas
45	CTLA4
46	P2
47	IL2
48	FasT
49	S1P
50	IL2RB
51	LCK
52	ERK
53	A20
54	STAT3
1000001	PDGF
1000002	Stimuli
1000003	TAX
1000004	IL15
1000005	CD45
1000006	Stimuli2
1000007	IFN
