1	STAT3
2	IL12R
3	IL17
4	Foxp3
5	IFNgR
6	IL6
7	STAT1
8	NFAT
9	IL4
10	IL21R
11	GATA3
12	Jak1
13	IRAK
14	Tbet
15	IL4R
16	STAT6
17	IL18R
18	RORgt
19	IL21
20	IL23R
21	NFkB
22	STAT4
23	SOCS1
24	TGFbR
25	STAT5
26	IL2R
27	IL2
28	IFNg
29	IL6R
1000001	IFNg_e
1000002	TCR
1000003	IL12
1000004	IL18
1000005	IL23
1000006	IL4_e
1000007	TGFb
1000008	IL27
1000009	IL6_e
