1	Tbx1
2	canWnt
3	exogen_CanWnt_I
4	Tbx5
5	Dkk1
6	Foxc1_2
7	Fgf8
8	Isl1
9	Nkx2_5
10	Mesp1
11	exogen_BMP2_II
12	GATAs
13	exogen_canWnt_II
14	Bmp2
1000001	exogen_BMP2_I
