1	RAP1
2	Dusp6
3	Mapk3k
4	DAG
5	RSK
6	Maff
7	G(i/o)
8	MEK
9	Fosl1
10	JUND
11	Itga1
12	TrkA
13	FRS2
14	AKT
15	MSK1/2
16	KLF6
17	BTG2
18	ECM
19	GRB2
20	KLF5
21	PLC
22	PKC
23	C3G
24	Stat3
25	Ca2+
26	FAK
27	PI3K
28	Plasmin
29	Npy
30	MYC
31	ATF2
32	FOS
33	Mmp3/10
34	P38
35	JNK
36	CITED2
37	KLF2
38	MEKK1
39	SHC
40	uPA/PLAT
41	ZFP36
42	SOS
43	KLF4
44	ERK
45	P53
46	NPYY1
47	JUNB
48	RAS
49	CREB
50	RAC1
51	AP1
52	uPAR
53	Egr1
54	KLF10
55	ARC
56	MEKK4
57	ETS1
58	SRF
59	MKK7
60	RAF
61	MKK6
1000001	NGF
