1	rsk
2	xx
3	jnk
4	zap70
5	sre
6	p70s
7	camk2
8	vav1
9	plcgb
10	mkk4
11	ikkg
1000004	cd28
13	plcga
14	itk
15	gsk3
16	p38
17	abl
18	fkhr
19	gap
20	mekk1
21	pip3
22	ip3
23	malt1
24	ikkab
25	ca
26	dgk
27	pkcth
28	creb
29	rlk
30	sos
31	cam
32	pkb
33	nfat
34	ap1
35	pi3k
36	gab2
37	grb2
38	raf
39	fyn
40	rac1p2
41	nfkb
42	pten
43	lat
44	ras
45	ccblp2
46	lckp2
47	calpr1
48	camk4
49	jun
50	shp1
51	cblb
52	csk
53	card11a
54	Dummy
55	lckp1
56	sh3bp2
57	dag
58	akap79
59	mek
60	rasgrp
61	ikb
62	cd45
63	slp76
64	tcrb
65	ccblp1
66	bcl10
67	calcin
1000001	tcrlig
69	ccblr
70	cyc1
71	card11
72	ship1
73	p27k
74	hpk1
75	bcat
76	erk
77	pdk1
78	fos
79	shp2
80	gads
81	bad
82	cabin1
83	pag
84	p21c
85	rac1r
86	rac1p1
87	mlk3
88	bclxl
89	tcrp
90	gadd45
91	cre
92	lckr
93	cdc42
94	vav3
1000002	cd4
1000003	unknown_input3
1000005	unknown_input2
1000006	unknown_input
1000007	lckr_input
