1	HMG_CoA_Synthase
2	Cyp51
3	pSREBP
4	HMG_CoA_Synthase_gene
5	HMG_CoA_Synthase_RNA
6	Cholesterol
7	Septdehydrocholesterol
8	Acetyl_CoA
9	Squaline
10	Acetoacetyl_CoA
11	Acetyl_CoA_acetyltransferase_RNA
12	FPP_Synthase_gene
13	HMG_CoA_Reductase
14	Cyp51_gene
15	HMG_CoA_Reductase_gene
16	Geranyl_pyrophosphate
17	HMG_CoA_Reductase_RNA
18	Acetyl_CoA_acetyltransferase_gene
19	Cyp51_RNA
20	Isopentenyl_pyrophosphate
21	Farnesyl_pyrophosphate
22	SREBP_SCAP
23	Dimethyl_allyl_pyrophosphate
24	mSREBP
25	Mevalonyl_pyrophosphate
26	Mevalonic_Acid
27	Acetyl_CoA_acetyltransferase
28	Desmosterol
29	FPP_Synthase_RNA
30	FPP_Synthase
31	HMG_CoA
32	Insig_SREBP_SCAP
33	Statins
34	Lanosterol
