1	HXT5
2	GAL5
3	FBP1
4	HXT2
5	Snf1p
6	MIG2
7	Yck1p
8	Gal1p
9	Gal2p
10	Cat8p
11	GAL3
12	Mig3p
13	Gal80p
14	PCK1
15	MIG3
16	Gal4p
17	ACS1
18	Gal3p
19	Snf3p
20	MTH1
21	4ORFs
22	Rgt2p
23	ICL1
24	MLS1
25	GAL10
26	GAL1
27	MalRp
28	Mth1p
29	MDH2
30	Std1p
31	MalTp
32	Mig1p
33	Mig2p
34	Gal11p
35	CAT8
36	SIP4
37	HXT1
38	JEN1
39	HXT8
40	galactose_int
41	MEL1
42	Sip4p
43	Glc7Reg1
44	SFC1
45	IDP2
46	GAL4
47	HXT4
48	SUC2
49	HXT3
50	MALS
51	Rgt1p
52	MALR
53	SCF_grr1
54	maltose_int
55	GAL7
1000001	GLC7
1000002	GAL11
1000003	glucose_ext
1000004	STD1
1000005	galactose_ext
1000006	REG1
1000007	SNF3
1000008	maltose_ext
1000009	MALT
1000010	MIG1
1000011	SNF1
1000012	YCK1_2
1000013	RGT1
1000014	RGT2
1000015	GRR1
1000016	GAL80
1000017	SNF4
1000018	GAL2
